x,y,color
57,34,black
7,42,yellow
61,21,black
23,28,black
10,43,yellow
70,35,black
20,6,yellow
75,13,yellow
11,3,yellow
17,16,yellow
31,57,yellow
28,76,black
71,36,black
10,49,yellow
7,59,yellow
23,54,yellow
15,10,yellow
29,88,black
67,43,yellow
87,93,yellow
32,71,black
66,29,black
29,45,yellow
24,71,yellow
31,80,black
48,18,black
0,88,yellow
14,39,yellow
65,90,yellow
75,21,black
32,15,black
22,77,black
21,37,black
7,41,yellow
93,39,yellow
3,6,yellow
85,83,yellow
81,75,yellow
99,18,yellow
6,19,yellow
79,37,black
46,60,yellow
79,65,yellow
49,47,yellow
24,68,yellow
13,1,yellow
76,44,yellow
61,3,yellow
14,21,yellow
9,39,yellow
53,80,yellow
66,41,yellow
54,94,yellow
46,79,yellow
25,67,yellow
38,14,black
69,24,black
34,88,black
92,15,yellow
92,30,yellow
63,64,yellow
3,11,yellow
19,76,yellow
24,92,yellow
98,22,yellow
2,58,yellow
41,93,yellow
40,44,yellow
3,81,yellow
82,21,yellow
78,11,yellow
11,68,yellow
90,15,yellow
16,97,yellow
48,76,yellow
10,63,yellow
88,93,yellow
22,2,yellow
73,2,yellow
61,16,black
45,43,yellow
73,16,yellow
42,86,yellow
31,42,yellow
57,1,yellow
96,25,yellow
10,54,yellow
27,7,yellow
53,50,yellow
92,50,yellow
33,90,yellow
86,57,yellow
73,6,yellow
51,4,yellow
30,37,black
99,76,yellow
12,9,yellow
18,94,yellow
83,96,yellow
10,44,yellow
11,92,yellow
92,2,yellow
41,30,black
69,49,yellow
51,44,yellow
57,85,yellow
38,58,yellow
71,3,yellow
29,13,yellow
98,99,yellow
32,40,yellow
25,62,yellow
67,9,yellow
72,92,yellow
28,73,black
37,52,yellow
6,45,yellow
14,75,yellow
60,24,black
15,83,yellow
91,18,yellow
19,8,yellow
40,71,yellow
82,94,yellow
43,81,yellow
38,18,black
4,6,yellow
14,33,yellow
75,85,black
81,43,yellow
40,73,yellow
51,38,black
84,89,yellow
3,20,yellow
35,44,yellow
16,21,yellow
24,44,yellow
29,2,yellow
4,57,yellow
44,19,black
20,12,yellow
7,46,yellow
84,99,yellow
71,0,yellow
76,36,black
8,75,yellow
29,32,black
73,27,black
43,4,yellow
43,55,yellow
95,12,yellow
34,30,black
58,94,yellow
79,92,yellow
63,67,yellow
15,5,yellow
41,97,yellow
1,89,yellow
85,98,yellow
75,82,black
75,44,yellow
68,58,yellow
12,57,yellow
44,76,yellow
29,85,black
87,3,yellow
42,96,yellow
1,71,yellow
58,64,yellow
24,14,yellow
72,79,black
37,0,yellow
6,37,yellow
42,16,black
29,9,yellow
62,82,black
85,54,yellow
52,96,yellow
41,53,yellow
41,67,yellow
91,94,yellow
78,6,yellow
37,7,yellow
41,39,black
68,70,yellow
95,18,yellow
12,8,yellow
8,54,yellow
21,46,yellow
38,45,yellow
73,25,black
54,9,black
13,7,yellow
7,12,yellow
15,98,yellow
81,12,yellow
98,26,yellow
76,91,yellow
30,50,yellow
39,20,black
52,41,yellow
43,82,yellow
18,28,yellow
96,94,yellow
93,55,yellow
75,96,yellow
82,38,yellow
45,88,yellow
41,6,yellow
16,4,yellow
1,80,yellow
40,3,yellow
66,48,yellow
51,20,black
81,30,yellow
92,37,yellow
59,57,yellow
97,30,yellow
45,36,black
95,1,yellow
12,86,yellow
43,65,yellow
76,1,yellow
63,49,yellow
33,38,black
29,50,yellow
93,9,yellow
79,17,yellow
90,8,yellow
13,15,yellow
56,56,yellow
30,94,yellow
42,25,black
68,3,yellow
99,32,yellow
59,93,yellow
53,47,yellow
16,79,yellow
6,40,yellow
89,77,yellow
63,11,yellow
60,55,yellow
82,0,yellow
68,41,yellow
76,47,yellow
73,46,yellow
43,78,yellow
86,64,yellow
37,41,yellow
40,2,yellow
60,58,yellow
44,96,yellow
8,42,yellow
75,19,yellow
28,43,yellow
22,25,yellow
72,11,yellow
81,29,yellow
4,34,yellow
36,86,black
45,33,black
89,21,yellow
67,96,yellow
55,14,black
4,95,yellow
1,42,yellow
35,94,yellow
57,43,yellow
82,10,yellow
2,94,yellow
73,0,yellow
54,1,yellow
76,58,yellow
96,93,yellow
20,67,yellow
84,15,yellow
59,51,yellow
36,73,black
88,4,yellow
55,99,yellow
26,48,yellow
84,18,yellow
16,98,yellow
52,11,black
67,26,black
59,48,yellow
46,51,yellow
27,75,black
48,31,black
50,56,yellow
51,18,black
63,80,black
47,42,yellow
55,58,yellow
8,79,yellow
41,48,yellow
12,96,yellow
96,81,yellow
71,57,yellow
52,49,yellow
38,43,yellow
65,41,yellow
89,69,yellow
1,41,yellow
55,23,black
43,38,black
84,60,yellow
18,71,yellow
98,4,yellow
50,13,black
73,4,yellow
89,79,yellow
79,83,black
13,95,yellow
66,91,yellow
96,72,yellow
85,75,yellow
8,77,yellow
17,15,yellow
4,94,yellow
66,5,yellow
64,19,black
98,78,yellow
49,84,yellow
79,42,yellow
0,51,yellow
93,88,yellow
12,79,yellow
27,37,black
60,8,yellow
49,72,yellow
64,96,yellow
83,11,yellow
10,33,yellow
68,91,yellow
59,58,yellow
3,96,yellow
39,2,yellow
35,61,yellow
42,38,black
14,1,yellow
70,16,black
11,52,yellow
29,72,black
48,48,yellow
50,66,yellow
19,80,yellow
11,72,yellow
8,27,yellow
17,69,yellow
52,85,yellow
86,94,yellow
19,45,yellow
49,62,yellow
7,26,yellow
37,35,black
12,58,yellow
71,43,yellow
35,45,yellow
83,24,yellow
85,34,yellow
78,99,yellow
52,13,black
24,13,yellow
76,5,yellow
60,34,black
68,89,black
30,65,yellow
14,12,yellow
81,28,yellow
18,49,yellow
82,45,yellow
80,53,yellow
30,90,black
37,65,yellow
74,91,yellow
91,66,yellow
46,17,black
42,45,yellow
21,44,yellow
1,65,yellow
93,90,yellow
7,22,yellow
66,54,yellow
76,97,yellow
49,40,yellow
81,32,yellow
65,23,black
61,66,yellow
23,9,yellow
86,8,yellow
40,15,black
71,77,black
66,90,yellow
2,98,yellow
56,64,yellow
25,11,yellow
98,79,yellow
30,85,black
55,17,black
49,33,black
50,50,yellow
15,48,yellow
0,76,yellow
97,62,yellow
40,65,yellow
1,98,yellow
45,59,yellow
50,11,black
58,46,yellow
4,43,yellow
43,12,black
73,97,yellow
66,57,yellow
31,59,yellow
0,70,yellow
94,75,yellow
47,87,yellow
97,11,yellow
77,35,black
56,45,yellow
88,74,yellow
32,62,yellow
66,10,yellow
93,53,yellow
50,7,yellow
40,24,black
28,5,yellow
85,31,yellow
52,99,yellow
74,13,yellow
44,41,yellow
24,47,yellow
44,71,yellow
6,92,yellow
2,19,yellow
93,99,yellow
59,73,yellow
79,28,black
42,39,black
70,46,yellow
76,68,yellow
54,8,yellow
22,6,yellow
97,39,yellow
87,87,yellow
8,46,yellow
52,18,black
49,63,yellow
8,36,yellow
47,53,yellow
31,8,yellow
98,60,yellow
24,39,black
41,69,yellow
87,69,yellow
2,54,yellow
74,89,black
61,58,yellow
67,47,yellow
44,88,yellow
44,63,yellow
50,92,yellow
25,59,yellow
92,83,yellow
8,32,yellow
31,45,yellow
8,30,yellow
19,88,yellow
96,88,yellow
7,47,yellow
55,66,yellow
47,80,yellow
86,27,yellow
35,92,yellow
26,61,yellow
39,37,black
29,94,yellow
51,23,black
6,76,yellow
63,8,yellow
19,37,black
80,46,yellow
68,18,black
35,0,yellow
86,30,yellow
31,70,yellow
70,79,black
94,63,yellow
56,67,yellow
50,5,yellow
45,8,yellow
21,36,black
33,10,yellow
7,56,yellow
78,16,yellow
73,87,black
52,77,yellow
47,46,yellow
84,3,yellow
1,29,yellow
19,75,yellow
24,46,yellow
67,53,yellow
41,14,black
8,39,yellow
89,9,yellow
15,50,yellow
36,66,yellow
76,26,black
41,96,yellow
42,37,black
30,17,black
60,54,yellow
1,35,yellow
27,69,yellow
64,76,black
98,38,yellow
30,3,yellow
57,59,yellow
33,97,yellow
66,47,yellow
74,85,black
60,78,yellow
93,70,yellow
85,11,yellow
57,8,yellow
6,17,yellow
60,17,black
8,38,yellow
23,23,yellow
60,85,yellow
96,71,yellow
91,32,yellow
66,66,yellow
55,53,yellow
68,34,black
3,73,yellow
1,0,yellow
95,68,yellow
23,65,yellow
36,61,yellow
64,70,yellow
47,29,black
68,56,yellow
6,32,yellow
3,25,yellow
85,95,yellow
56,98,yellow
4,48,yellow
33,61,yellow
53,85,yellow
14,60,yellow
26,49,yellow
77,29,black
87,64,yellow
4,45,yellow
40,80,black
10,57,yellow
74,52,yellow
26,19,yellow
35,32,black
2,11,yellow
78,42,yellow
69,93,yellow
90,41,yellow
77,31,black
41,42,yellow
47,67,yellow
64,58,yellow
17,21,yellow
0,25,yellow
80,37,black
33,44,yellow
4,97,yellow
85,62,yellow
68,82,black
11,95,yellow
18,7,yellow
83,37,yellow
73,54,yellow
37,22,black
44,93,yellow
91,1,yellow
82,92,yellow
37,54,yellow
65,76,black
65,29,black
56,6,yellow
55,37,black
16,74,yellow
81,16,yellow
33,19,black
12,90,yellow
0,49,yellow
52,57,yellow
21,22,yellow
4,7,yellow
91,31,yellow
17,0,yellow
75,65,yellow
3,55,yellow
59,10,black
2,42,yellow
8,95,yellow
63,55,yellow
86,96,yellow
50,67,yellow
86,69,yellow
19,7,yellow
67,89,black
22,81,black
67,36,black
6,86,yellow
86,24,yellow
76,50,yellow
51,51,yellow
3,30,yellow
35,9,yellow
8,29,yellow
43,57,yellow
19,93,yellow
21,9,yellow
53,69,yellow
86,80,yellow
34,10,yellow
7,34,yellow
81,94,yellow
71,32,black
53,60,yellow
77,79,black
15,94,yellow
95,30,yellow
21,45,yellow
94,51,yellow
76,70,yellow
81,4,yellow
67,30,black
12,72,yellow
43,59,yellow
81,25,yellow
43,88,yellow
84,48,yellow
78,83,black
59,87,yellow
51,40,yellow
4,38,yellow
8,78,yellow
67,24,black
2,47,yellow
56,0,yellow
10,98,yellow
79,47,yellow
26,25,black
49,75,yellow
74,80,black
35,49,yellow
38,79,black
68,35,black
82,32,yellow
22,90,yellow
52,67,yellow
62,4,yellow
0,45,yellow
12,41,yellow
81,81,yellow
15,23,yellow
46,54,yellow
21,15,yellow
74,55,yellow
2,32,yellow
45,61,yellow
44,59,yellow
71,62,yellow
57,5,yellow
91,49,yellow
12,47,yellow
38,70,yellow
73,67,yellow
74,97,yellow
23,4,yellow
41,33,black
42,13,black
15,49,yellow
74,37,black
79,20,yellow
83,22,yellow
31,15,black
69,91,yellow
95,28,yellow
7,73,yellow
90,9,yellow
29,65,yellow
96,58,yellow
26,22,black
68,29,black
90,12,yellow
71,94,yellow
19,53,yellow
56,18,black
32,36,black
52,86,yellow
8,72,yellow
15,81,yellow
4,24,yellow
18,87,yellow
88,38,yellow
10,70,yellow
45,35,black
67,51,yellow
95,79,yellow
39,5,yellow
68,98,yellow
70,6,yellow
51,86,yellow
23,45,yellow
87,60,yellow
67,37,black
16,84,yellow
90,51,yellow
42,79,yellow
49,70,yellow
37,36,black
35,58,yellow
61,0,yellow
7,8,yellow
79,89,yellow
67,97,yellow
24,12,yellow
10,31,yellow
48,61,yellow
65,2,yellow
17,23,yellow
50,15,black
14,16,yellow
65,77,black
98,98,yellow
70,52,yellow
76,3,yellow
16,47,yellow
87,86,yellow
66,35,black
73,60,yellow
67,74,black
73,34,black
98,53,yellow
5,65,yellow
32,89,black
61,15,black
86,33,yellow
28,11,yellow
15,69,yellow
90,53,yellow
8,61,yellow
96,44,yellow
81,17,yellow
74,83,black
84,12,yellow
22,68,yellow
38,2,yellow
2,64,yellow
96,95,yellow
64,85,black
30,58,yellow
16,14,yellow
28,28,black
74,74,black
61,83,black
16,40,yellow
64,17,black
2,80,yellow
62,52,yellow
34,40,yellow
90,14,yellow
1,54,yellow
81,34,black
82,4,yellow
1,16,yellow
20,26,yellow
15,52,yellow
28,52,yellow
40,20,black
88,49,yellow
68,67,yellow
57,90,yellow
47,84,yellow
43,22,black
42,78,yellow
54,2,yellow
44,20,black
20,72,yellow
69,27,black
20,86,yellow
12,12,yellow
70,58,yellow
84,67,yellow
83,67,yellow
4,3,yellow
11,33,yellow
73,65,yellow
75,33,black
6,95,yellow
21,64,yellow
80,29,yellow
89,36,yellow
29,10,yellow
26,6,yellow
31,49,yellow
60,98,yellow
92,38,yellow
43,18,black
81,9,yellow
60,97,yellow
64,55,yellow
46,6,yellow
9,57,yellow
39,0,yellow
92,3,yellow
2,49,yellow
62,90,yellow
40,17,black
76,2,yellow
79,3,yellow
12,29,yellow
9,87,yellow
98,7,yellow
65,21,black
87,11,yellow
69,11,yellow
64,50,yellow
32,35,black
93,37,yellow
98,92,yellow
50,4,yellow
68,5,yellow
61,2,yellow
21,52,yellow
14,47,yellow
18,97,yellow
90,38,yellow
48,92,yellow
42,68,yellow
10,1,yellow
36,93,yellow
58,54,yellow
99,20,yellow
10,91,yellow
83,3,yellow
98,63,yellow
63,29,black
22,71,yellow
74,36,black
2,30,yellow
52,65,yellow
98,35,yellow
79,38,black
52,72,yellow
73,58,yellow
17,35,yellow
89,47,yellow
8,83,yellow
52,42,yellow
57,71,yellow
12,28,yellow
36,68,yellow
90,20,yellow
59,86,yellow
58,96,yellow
88,21,yellow
80,87,yellow
71,22,black
26,13,yellow
53,49,yellow
4,70,yellow
21,29,black
12,54,yellow
7,62,yellow
22,40,yellow
95,77,yellow
44,11,black
84,2,yellow
62,95,yellow
6,54,yellow
90,37,yellow
55,91,yellow
87,24,yellow
94,76,yellow
3,54,yellow
45,89,yellow
9,27,yellow
22,52,yellow
73,52,yellow
80,42,yellow
46,49,yellow
37,37,black
61,44,yellow
53,6,yellow
80,30,black
3,38,yellow
53,18,black
54,36,black
89,84,yellow
31,11,yellow
87,79,yellow
51,7,yellow
25,56,yellow
88,81,yellow
22,59,yellow
97,12,yellow
41,88,yellow
1,36,yellow
22,19,yellow
84,40,yellow
33,13,yellow
97,57,yellow
70,89,black
57,51,yellow
57,53,yellow
82,62,yellow
11,5,yellow
97,73,yellow
68,84,black
96,28,yellow
10,69,yellow
78,57,yellow
60,61,yellow
4,65,yellow
41,35,black
73,71,black
26,29,black
11,59,yellow
23,92,yellow
92,65,yellow
60,38,black
57,47,yellow
90,83,yellow
65,53,yellow
73,59,yellow
59,70,yellow
96,29,yellow
25,25,black
46,42,yellow
62,19,black
87,81,yellow
9,32,yellow
15,17,yellow
14,68,yellow
99,77,yellow
93,80,yellow
20,7,yellow
1,68,yellow
94,20,yellow
70,66,yellow
94,42,yellow
7,78,yellow
56,65,yellow
18,35,yellow
76,72,black
4,71,yellow
11,16,yellow
22,22,yellow
58,85,yellow
46,90,yellow
10,35,yellow
95,69,yellow
34,13,black
75,86,black
84,66,yellow
52,89,yellow
25,97,yellow
22,96,yellow
16,41,yellow
40,27,black
26,18,yellow
13,2,yellow
19,24,yellow
48,55,yellow
64,83,black
30,20,black
50,16,black
2,97,yellow
63,61,yellow
76,88,black
63,26,black
15,22,yellow
52,82,yellow
84,37,yellow
1,8,yellow
43,70,yellow
98,97,yellow
61,43,yellow
91,24,yellow
83,21,yellow
42,3,yellow
24,76,black
92,17,yellow
31,50,yellow
7,6,yellow
56,19,black
96,4,yellow
45,70,yellow
85,79,yellow
28,53,yellow
56,58,yellow
71,78,black
35,86,black
47,61,yellow
8,55,yellow
99,66,yellow
93,36,yellow
35,97,yellow
94,94,yellow
54,3,yellow
88,77,yellow
69,99,yellow
23,86,black
33,45,yellow
30,73,black
12,99,yellow
68,86,black
20,90,yellow
32,91,yellow
31,32,black
42,34,black
67,79,black
9,56,yellow
0,1,yellow
58,40,yellow
25,30,black
99,27,yellow
80,68,yellow
25,91,yellow
70,26,black
50,1,yellow
66,14,black
54,34,black
27,42,yellow
62,73,yellow
72,86,black
29,12,yellow
88,61,yellow
71,98,yellow
51,76,yellow
5,86,yellow
90,79,yellow
79,22,yellow
47,85,yellow
65,72,black
95,9,yellow
4,77,yellow
30,70,black
80,96,yellow
38,51,yellow
88,94,yellow
91,71,yellow
56,51,yellow
0,89,yellow
37,16,black
63,73,black
33,60,yellow
27,56,yellow
54,40,yellow
83,6,yellow
88,19,yellow
14,71,yellow
47,92,yellow
19,97,yellow
54,69,yellow
25,26,black
5,26,yellow
59,65,yellow
71,2,yellow
42,71,yellow
38,38,black
91,68,yellow
82,70,yellow
7,48,yellow
7,19,yellow
72,23,black
69,82,black
16,89,yellow
62,78,black
6,12,yellow
52,39,black
27,57,yellow
34,73,black
27,34,black
5,90,yellow
78,26,black
57,83,yellow
65,42,yellow
85,65,yellow
46,8,yellow
92,5,yellow
65,84,black
43,66,yellow
54,26,black
70,43,yellow
51,63,yellow
12,48,yellow
4,33,yellow
77,89,yellow
97,22,yellow
75,42,yellow
87,66,yellow
33,68,yellow
46,16,black
7,53,yellow
3,76,yellow
5,66,yellow
71,16,yellow
62,70,yellow
93,47,yellow
24,6,yellow
91,51,yellow
28,92,yellow
66,76,black
15,43,yellow
89,33,yellow
63,69,yellow
72,47,yellow
25,47,yellow
34,99,yellow
53,26,black
5,12,yellow
48,84,yellow
30,84,black
86,45,yellow
7,13,yellow
63,66,yellow
84,51,yellow
35,71,yellow
94,71,yellow
82,31,yellow
74,42,yellow
46,10,black
87,30,yellow
20,57,yellow
91,52,yellow
76,62,yellow
27,78,black
96,30,yellow
20,99,yellow
57,31,black
80,88,yellow
77,14,yellow
43,9,yellow
80,97,yellow
69,23,black
61,49,yellow
33,28,black
7,7,yellow
62,66,yellow
13,92,yellow
74,87,black
69,68,yellow
23,18,yellow
97,2,yellow
90,58,yellow
52,75,yellow
17,2,yellow
97,43,yellow
57,45,yellow
63,78,black
60,68,yellow
80,16,yellow
47,9,black
62,16,black
43,79,yellow
77,9,yellow
39,25,black
58,73,yellow
17,14,yellow
34,91,yellow
23,53,yellow
70,12,yellow
67,75,black
2,77,yellow
43,40,yellow
52,61,yellow
97,71,yellow
91,76,yellow
57,81,yellow
81,67,yellow
82,76,yellow
74,64,yellow
10,61,yellow
30,28,black
6,75,yellow
50,99,yellow
89,43,yellow
89,45,yellow
65,39,black
71,38,black
29,53,yellow
2,90,yellow
41,22,black
79,78,black
97,66,yellow
87,51,yellow
91,50,yellow
57,0,yellow
77,49,yellow
14,34,yellow
38,56,yellow
29,59,yellow
92,68,yellow
6,52,yellow
69,21,black
69,9,yellow
47,31,black
59,89,yellow
17,43,yellow
3,69,yellow
17,80,yellow
50,38,black
1,47,yellow
61,25,black
88,1,yellow
74,59,yellow
40,91,yellow
21,96,yellow
21,10,yellow
9,55,yellow
44,54,yellow
69,20,black
69,42,yellow
22,49,yellow
11,96,yellow
51,39,black
25,87,black
38,5,yellow
44,52,yellow
9,50,yellow
14,29,yellow
51,73,yellow
53,61,yellow
0,68,yellow
17,30,yellow
49,15,black
36,3,yellow
68,54,yellow
98,88,yellow
97,50,yellow
9,25,yellow
23,87,black
46,53,yellow
12,93,yellow
60,83,yellow
60,40,yellow
30,86,black
86,65,yellow
20,40,yellow
91,89,yellow
84,26,yellow
6,61,yellow
77,5,yellow
98,28,yellow
40,61,yellow
2,16,yellow
79,40,yellow
46,25,black
18,64,yellow
80,2,yellow
16,68,yellow
74,45,yellow
38,60,yellow
65,86,black
45,46,yellow
67,17,black
96,62,yellow
77,22,yellow
83,88,yellow
1,79,yellow
61,61,yellow
72,76,black
40,4,yellow
16,7,yellow
66,46,yellow
39,63,yellow
91,39,yellow
65,45,yellow
80,14,yellow
78,49,yellow
7,1,yellow
53,54,yellow
78,32,black
26,24,black
17,93,yellow
35,87,black
57,28,black
16,45,yellow
11,94,yellow
80,15,yellow
28,36,black
9,17,yellow
